subject_id,group,roi,category_id,parameter_estimate
sub-22,controls,left_ATP,5,2.10041266679764
sub-23,controls,left_ATP,5,11.3662190437317
sub-24,controls,left_ATP,5,9.24296712875366
sub-25,controls,left_ATP,5,10.350784778595
sub-01,controls,left_ATP,6,1.82107070088387
sub-02,controls,left_ATP,6,2.29498833417892
sub-05,controls,left_ATP,6,6.6019287109375
sub-11,controls,left_ATP,6,5.68301320075989
sub-12,controls,left_ATP,6,0.56123973429203
sub-13,controls,left_ATP,6,3.66245019435883
sub-15,controls,left_ATP,6,5.00604653358459
sub-20,controls,left_ATP,6,15.9531922340393
sub-22,controls,left_ATP,6,0.174634955823421
sub-23,controls,left_ATP,6,14.1146502494812
sub-24,controls,left_ATP,6,7.22316431999207
sub-25,controls,left_ATP,6,7.04725790023804
sub-03,logicians,left_ATP,1,4.57167482376099
sub-06,logicians,left_ATP,1,10.8406176567078
sub-07,logicians,left_ATP,1,2.84238255023956
sub-08,logicians,left_ATP,1,2.14471888542175
sub-09,logicians,left_ATP,1,1.7046315073967
sub-10,logicians,left_ATP,1,0.137923344969749
sub-14,logicians,left_ATP,1,1.50372457504272
sub-16,logicians,left_ATP,1,0.196677297353745
sub-17,logicians,left_ATP,1,-3.12838137149811
sub-18,logicians,left_ATP,1,-1.86250865459442
sub-19,logicians,left_ATP,1,7.64033389091492
sub-21,logicians,left_ATP,1,10.7168574333191
sub-03,logicians,left_ATP,2,4.19077289104462
sub-06,logicians,left_ATP,2,12.3422589302063
sub-07,logicians,left_ATP,2,3.89137196540833
sub-08,logicians,left_ATP,2,2.82438182830811
sub-09,logicians,left_ATP,2,1.10555928945541
sub-10,logicians,left_ATP,2,0.349436298012733
sub-14,logicians,left_ATP,2,0.863917633891106
sub-16,logicians,left_ATP,2,-0.177782535552979
sub-17,logicians,left_ATP,2,-2.36614448577166
sub-18,logicians,left_ATP,2,0.211995908990502
sub-19,logicians,left_ATP,2,8.48126697540283
sub-21,logicians,left_ATP,2,12.0608057975769
sub-03,logicians,left_ATP,3,2.04415965080261
sub-06,logicians,left_ATP,3,12.0712599754333
sub-07,logicians,left_ATP,3,6.38906240463257
sub-08,logicians,left_ATP,3,0.874217107892036
sub-09,logicians,left_ATP,3,1.08704772591591
sub-10,logicians,left_ATP,3,1.59980797767639
sub-14,logicians,left_ATP,3,1.7323814034462
sub-16,logicians,left_ATP,3,-0.262822031974792
sub-17,logicians,left_ATP,3,-2.99474400281906
sub-18,logicians,left_ATP,3,-1.41942700743675
sub-19,logicians,left_ATP,3,6.30823826789856
sub-21,logicians,left_ATP,3,13.6538496017456
sub-03,logicians,left_ATP,4,7.69814133644104
sub-06,logicians,left_ATP,4,12.950927734375
sub-07,logicians,left_ATP,4,9.808762550354
sub-08,logicians,left_ATP,4,6.70103788375854
sub-09,logicians,left_ATP,4,4.84609961509705
sub-10,logicians,left_ATP,4,1.49221577122808
sub-14,logicians,left_ATP,4,4.97073900699615
sub-16,logicians,left_ATP,4,3.50577235221863
sub-17,logicians,left_ATP,4,-0.0206027030944824
sub-18,logicians,left_ATP,4,1.06188145279884
sub-19,logicians,left_ATP,4,16.3629503250122
sub-21,logicians,left_ATP,4,16.5596990585327
sub-03,logicians,left_ATP,5,6.43737578392029
sub-06,logicians,left_ATP,5,14.3056182861328
sub-07,logicians,left_ATP,5,10.4953169822693
sub-08,logicians,left_ATP,5,6.86470413208008
sub-09,logicians,left_ATP,5,4.14234018325806
sub-10,logicians,left_ATP,5,0.537126606330276
sub-14,logicians,left_ATP,5,5.54443335533142
sub-16,logicians,left_ATP,5,3.46528303623199
sub-17,logicians,left_ATP,5,3.28999662399292
sub-18,logicians,left_ATP,5,-1.48775327205658
sub-19,logicians,left_ATP,5,17.1863880157471
sub-21,logicians,left_ATP,5,18.7516994476318
sub-03,logicians,left_ATP,6,3.67175909131765
sub-06,logicians,left_ATP,6,14.8400559425354
sub-07,logicians,left_ATP,6,7.4042022228241
sub-08,logicians,left_ATP,6,4.74863576889038
sub-09,logicians,left_ATP,6,1.16591429710388
sub-10,logicians,left_ATP,6,2.06061464548111
sub-14,logicians,left_ATP,6,3.2673681974411
sub-16,logicians,left_ATP,6,4.98792171478271
